date,accum_confirm,new_confirm,infect_rate,accum_death,new_death,fatal_rate
2020-03-25,812,150,0.01,13,2,1.6
2020-03-26,1229,417,0.01,21,8,1.71
2020-03-27,1465,236,0.01,26,5,1.77
2020-03-28,1465,0,0.01,26,0,1.77
2020-03-29,1829,364,0.02,32,6,1.75
2020-03-30,2474,645,0.02,44,12,1.78
2020-03-31,3019,545,0.03,54,10,1.79
2020-04-01,3518,499,0.04,64,10,1.82
2020-04-02,4045,527,0.04,78,14,1.93
2020-04-03,4566,521,0.05,89,11,1.95
2020-04-04,4605,39,0.05,93,4,2.02
2020-04-05,5955,1350,0.06,132,39,2.22
2020-04-06,6377,422,0.06,147,15,2.31
2020-04-07,6936,559,0.07,169,22,2.44
2020-04-08,7559,623,0.08,198,29,2.62
2020-04-09,7955,396,0.08,223,25,2.8
2020-04-10,8443,488,0.08,242,19,2.87
2020-04-11,8453,10,0.08,244,2,2.89
2020-04-12,8894,441,0.09,269,25,3.02
2020-04-13,9433,539,0.09,322,53,3.41
2020-04-14,10047,614,0.1,360,38,3.58
2020-04-15,10517,470,0.1,405,45,3.85
2020-04-16,10854,337,0.11,457,52,4.21
2020-04-17,11400,546,0.11,497,40,4.36
2020-04-18,12021,621,0.12,576,79,4.79
2020-04-19,12341,320,0.12,600,24,4.86
2020-04-20,13823,1482,0.14,619,19,4.48
2020-04-21,15153,1330,0.15,663,44,4.38
2020-04-22,16447,1294,0.16,732,69,4.45
2020-04-23,17537,1090,0.17,797,65,4.54
2020-04-24,18545,1008,0.18,850,53,4.58
2020-04-25,19133,588,0.19,895,45,4.68
2020-04-26,19567,434,0.19,916,21,4.68
2020-04-27,20423,856,0.2,944,28,4.62
2020-04-28,20996,573,0.21,1002,58,4.77
2020-04-29,22485,1489,0.22,1056,54,4.7
2020-04-30,23220,735,0.23,1111,55,4.78
2020-05-01,24262,1042,0.24,1174,63,4.84
2020-05-02,24894,632,0.25,1209,35,4.86
2020-05-03,25699,805,0.26,1231,22,4.79
2020-05-04,26225,526,0.26,1257,26,4.79
2020-05-05,27836,1611,0.28,1315,58,4.72
2020-05-06,28665,829,0.29,1369,54,4.78
2020-05-07,29511,846,0.29,1418,49,4.8
2020-05-08,30319,808,0.3,1470,52,4.85
2020-05-09,31241,922,0.31,1515,45,4.85
2020-05-10,31703,462,0.32,1531,16,4.83
2020-05-11,32263,560,0.32,1570,39,4.87
2020-05-12,33211,948,0.33,1616,46,4.87
2020-05-13,34538,1327,0.34,1660,44,4.81
2020-05-14,35392,854,0.35,1711,51,4.83
2020-05-15,36316,924,0.36,1753,42,4.83
2020-05-16,37360,1044,0.37,1793,40,4.8
2020-05-17,38011,651,0.38,1821,28,4.79
2020-05-18,38458,447,0.38,1840,19,4.78
2020-05-19,39573,1115,0.39,1913,73,4.83
2020-05-20,40895,1322,0.41,1973,60,4.82
2020-05-21,42037,1142,0.42,2016,43,4.8
2020-05-22,43070,1033,0.43,2053,37,4.77
2020-05-23,44121,1051,0.44,2092,39,4.74
2020-05-24,45017,896,0.45,2106,14,4.68
2020-05-25,46023,1006,0.46,2116,10,4.6
2020-05-26,47845,1822,0.48,2145,29,4.48
2020-05-27,48761,916,0.49,2201,56,4.51
2020-05-28,49860,1099,0.5,2241,40,4.49
2020-05-29,51678,1818,0.51,2294,53,4.44
2020-05-30,53746,2068,0.54,2339,45,4.35
2020-05-31,55001,1255,0.55,2362,23,4.29
2020-06-01,56011,1010,0.56,2386,24,4.26
2020-06-02,57219,1208,0.57,2448,62,4.28
2020-06-03,58261,1042,0.58,2489,41,4.27
2020-06-04,59692,1431,0.59,2532,43,4.24
2020-06-05,61068,1376,0.61,2569,37,4.21
2020-06-06,62382,1314,0.62,2624,55,4.21
2020-06-07,63844,1462,0.64,2645,21,4.14
2020-06-08,64690,846,0.64,2656,11,4.11
2020-06-09,65945,1255,0.66,2710,54,4.11
2020-06-10,67111,1166,0.67,2768,58,4.12
2020-06-11,68959,1848,0.69,2818,50,4.09
2020-06-12,70529,1570,0.7,2834,16,4.02
2020-06-13,72057,1528,0.72,2894,60,4.02
2020-06-14,73018,961,0.73,2907,13,3.98
2020-06-15,73832,814,0.74,2926,19,3.96
2020-06-16,75162,1330,0.75,2960,34,3.94
2020-06-17,77260,2098,0.77,2992,32,3.87
2020-06-18,78348,1088,0.78,3027,35,3.86
2020-06-19,79655,1307,0.79,3065,38,3.85
2020-06-20,81709,2054,0.81,3112,47,3.81
2020-06-21,83414,1705,0.83,3121,9,3.74
2020-06-22,86017,2603,0.86,3137,16,3.65
