file_pair,score,score_clipped
"('data_blackout\\Response (2).txt', 'data_blackout\\Response (5).txt')",1.2887208461761475,1.0
"('data_blackout\\Response (2).txt', 'data_blackout\\Response (6).txt')",1.2887208461761475,1.0
"('data_blackout\\Response (2).txt', 'data_blackout\\Response-00.txt')",1.2887208461761475,1.0
"('data_blackout\\Response (2).txt', 'data_blackout\\Response.txt')",1.2930278778076172,1.0
"('data_blackout\\Response (3)-3.txt', 'data_blackout\\Response (3).txt')",1.286124587059021,1.0
"('data_blackout\\Response (3)-3.txt', 'data_blackout\\Response (4)-4.txt')",1.2628200054168701,1.0
"('data_blackout\\Response (3)-3.txt', 'data_blackout\\Response (4).txt')",1.3663972616195679,1.0
"('data_blackout\\Response (3)-3.txt', 'data_blackout\\Response (5).txt')",1.2706387042999268,1.0
"('data_blackout\\Response (3)-3.txt', 'data_blackout\\Response (6).txt')",1.2706387042999268,1.0
"('data_blackout\\Response (3)-3.txt', 'data_blackout\\Response-00.txt')",1.2706387042999268,1.0
"('data_blackout\\Response (3)-3.txt', 'data_blackout\\Response.txt')",1.286124587059021,1.0
"('data_blackout\\Response (3).txt', 'data_blackout\\Response (4)-4.txt')",1.266013741493225,1.0
"('data_blackout\\Response (3).txt', 'data_blackout\\Response (4).txt')",1.3624145984649658,1.0
"('data_blackout\\Response (3).txt', 'data_blackout\\Response (5).txt')",1.286840558052063,1.0
"('data_blackout\\Response (3).txt', 'data_blackout\\Response (6).txt')",1.286840558052063,1.0
"('data_blackout\\Response (3).txt', 'data_blackout\\Response-00.txt')",1.286840558052063,1.0
"('data_blackout\\Response (3).txt', 'data_blackout\\Response.txt')",1.266432762145996,1.0
"('data_blackout\\Response (4)-4.txt', 'data_blackout\\Response (4).txt')",1.3441877365112305,1.0
"('data_blackout\\Response (4)-4.txt', 'data_blackout\\Response (5).txt')",1.2897958755493164,1.0
"('data_blackout\\Response (4)-4.txt', 'data_blackout\\Response (6).txt')",1.2897958755493164,1.0
"('data_blackout\\Response (4)-4.txt', 'data_blackout\\Response-00.txt')",1.2897958755493164,1.0
"('data_blackout\\Response (4)-4.txt', 'data_blackout\\Response.txt')",1.2922465801239014,1.0
"('data_blackout\\Response (4).txt', 'data_blackout\\Response (5).txt')",1.3079538345336914,1.0
"('data_blackout\\Response (4).txt', 'data_blackout\\Response (6).txt')",1.3079538345336914,1.0
"('data_blackout\\Response (4).txt', 'data_blackout\\Response-00.txt')",1.3079538345336914,1.0
"('data_blackout\\Response (4).txt', 'data_blackout\\Response.txt')",1.3032315969467163,1.0
"('data_blackout\\Response (5).txt', 'data_blackout\\Response (6).txt')",1.2706387042999268,1.0
"('data_blackout\\Response (5).txt', 'data_blackout\\Response-00.txt')",1.2706387042999268,1.0
"('data_blackout\\Response (5).txt', 'data_blackout\\Response.txt')",1.286124587059021,1.0
"('data_blackout\\Response (6).txt', 'data_blackout\\Response-00.txt')",1.2706387042999268,1.0
"('data_blackout\\Response (6).txt', 'data_blackout\\Response.txt')",1.286124587059021,1.0
"('data_blackout\\Response-00.txt', 'data_blackout\\Response.txt')",1.286124587059021,1.0
