file_pair,score,score_clipped
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (3).txt', 'Prompt-generated-text\\jhfjkj 4 kj .txt')",1.4520213603973389,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (3).txt', 'Prompt-generated-text\\qwej j t4kjtlt4k .txt')",1.3909144401550293,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (3).txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.1257317066192627,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (4).txt', 'Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (5).txt')",1.2756288051605225,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (4).txt', 'Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles.txt')",1.3983381986618042,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (4).txt', 'Prompt-generated-text\\DC_Power_Flow_Results.txt')",1.1605231761932373,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (4).txt', 'Prompt-generated-text\\jbkji ttj4ktl  t.txt')",1.3531146049499512,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (4).txt', 'Prompt-generated-text\\jfbirejbgbjkgr.txt')",1.293921947479248,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (4).txt', 'Prompt-generated-text\\jhfjkj 4 kj .txt')",1.4294826984405518,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (4).txt', 'Prompt-generated-text\\qwej j t4kjtlt4k .txt')",1.3786767721176147,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (4).txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.1216695308685303,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (5).txt', 'Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles.txt')",1.3887090682983398,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (5).txt', 'Prompt-generated-text\\DC_Power_Flow_Results.txt')",1.1573703289031982,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (5).txt', 'Prompt-generated-text\\jbkji ttj4ktl  t.txt')",1.3270609378814697,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (5).txt', 'Prompt-generated-text\\jfbirejbgbjkgr.txt')",1.2956054210662842,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (5).txt', 'Prompt-generated-text\\jhfjkj 4 kj .txt')",1.3902416229248047,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (5).txt', 'Prompt-generated-text\\qwej j t4kjtlt4k .txt')",1.3626842498779297,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles (5).txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.1018617153167725,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles.txt', 'Prompt-generated-text\\DC_Power_Flow_Results.txt')",1.1654553413391113,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles.txt', 'Prompt-generated-text\\jbkji ttj4ktl  t.txt')",1.3203935623168945,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles.txt', 'Prompt-generated-text\\jfbirejbgbjkgr.txt')",1.3064467906951904,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles.txt', 'Prompt-generated-text\\jhfjkj 4 kj .txt')",1.4315440654754639,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles.txt', 'Prompt-generated-text\\qwej j t4kjtlt4k .txt')",1.3752728700637817,1.0
"('Prompt-generated-text\\Bus_Voltage_Magnitudes_and_Angles.txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.1288505792617798,1.0
"('Prompt-generated-text\\DC_Power_Flow_Results.txt', 'Prompt-generated-text\\jbkji ttj4ktl  t.txt')",1.3040108680725098,1.0
"('Prompt-generated-text\\DC_Power_Flow_Results.txt', 'Prompt-generated-text\\jfbirejbgbjkgr.txt')",1.2809995412826538,1.0
"('Prompt-generated-text\\DC_Power_Flow_Results.txt', 'Prompt-generated-text\\jhfjkj 4 kj .txt')",1.40804123878479,1.0
"('Prompt-generated-text\\DC_Power_Flow_Results.txt', 'Prompt-generated-text\\qwej j t4kjtlt4k .txt')",1.3343206644058228,1.0
"('Prompt-generated-text\\DC_Power_Flow_Results.txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.087237000465393,1.0
"('Prompt-generated-text\\jbkji ttj4ktl  t.txt', 'Prompt-generated-text\\jfbirejbgbjkgr.txt')",1.305586576461792,1.0
"('Prompt-generated-text\\jbkji ttj4ktl  t.txt', 'Prompt-generated-text\\jhfjkj 4 kj .txt')",1.437065839767456,1.0
"('Prompt-generated-text\\jbkji ttj4ktl  t.txt', 'Prompt-generated-text\\qwej j t4kjtlt4k .txt')",1.3840616941452026,1.0
"('Prompt-generated-text\\jbkji ttj4ktl  t.txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.126765251159668,1.0
"('Prompt-generated-text\\jfbirejbgbjkgr.txt', 'Prompt-generated-text\\jhfjkj 4 kj .txt')",1.4606831073760986,1.0
"('Prompt-generated-text\\jfbirejbgbjkgr.txt', 'Prompt-generated-text\\qwej j t4kjtlt4k .txt')",1.3921377658843994,1.0
"('Prompt-generated-text\\jfbirejbgbjkgr.txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.1345493793487549,1.0
"('Prompt-generated-text\\jhfjkj 4 kj .txt', 'Prompt-generated-text\\qwej j t4kjtlt4k .txt')",1.3990204334259033,1.0
"('Prompt-generated-text\\jhfjkj 4 kj .txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.1502609252929688,1.0
"('Prompt-generated-text\\qwej j t4kjtlt4k .txt', 'Prompt-generated-text\\uvyuiut4v .txt')",1.1077221632003784,1.0
