date,accum_confirm,new_confirm,infect_rate,accum_death,new_death,fatal_rate
2020-03-25,5708,1060,0.04,31,11,0.54
2020-03-26,6880,1172,0.05,43,12,0.62
2020-03-27,8154,1274,0.05,60,17,0.74
2020-03-28,9142,988,0.06,76,16,0.83
2020-03-29,10330,1188,0.07,83,7,0.8
2020-03-30,12035,1705,0.08,94,11,0.78
2020-03-31,14202,2167,0.1,160,66,1.13
2020-04-01,15996,1794,0.11,209,49,1.31
2020-04-02,17920,1924,0.12,269,60,1.5
2020-04-03,20549,2629,0.14,331,62,1.61
2020-04-04,22201,1652,0.15,389,58,1.75
2020-04-05,23856,1655,0.16,428,39,1.79
2020-04-06,27188,3332,0.18,473,45,1.74
2020-04-07,30253,3065,0.2,641,168,2.12
2020-04-08,32467,2214,0.22,718,77,2.21
2020-04-09,36462,3995,0.25,842,124,2.31
2020-04-10,39423,2961,0.27,909,67,2.31
2020-04-11,42231,2808,0.28,1211,302,2.87
2020-04-12,43716,1485,0.29,1345,134,3.08
2020-04-13,47222,3506,0.32,1394,49,2.95
2020-04-14,50595,3373,0.34,1463,69,2.89
2020-04-15,55014,4419,0.37,2018,555,3.67
2020-04-16,58702,3688,0.4,2128,110,3.63
2020-04-17,63593,4891,0.43,2332,204,3.67
2020-04-18,65837,2244,0.44,2542,210,3.86
2020-04-19,67739,1902,0.46,2885,343,4.26
2020-04-20,72903,5164,0.49,3091,206,4.24
2020-04-21,75968,3065,0.51,3453,362,4.55
2020-04-22,81291,5323,0.55,3577,124,4.4
2020-04-23,84767,3476,0.57,3675,98,4.34
2020-04-24,88283,3516,0.59,3807,132,4.31
2020-04-25,90867,2584,0.61,4671,864,5.14
2020-04-26,92920,2053,0.63,4780,109,5.14
2020-04-27,96111,3191,0.65,5106,326,5.31
2020-04-28,98734,2623,0.67,5334,228,5.4
2020-04-29,101940,3206,0.69,5667,333,5.56
2020-04-30,105443,3503,0.71,5971,304,5.66
2020-05-01,109194,3751,0.74,6211,240,5.69
2020-05-02,111230,2036,0.75,6443,232,5.79
2020-05-03,112351,1121,0.76,6601,158,5.88
2020-05-04,115087,2736,0.78,6804,203,5.91
2020-05-05,117541,2454,0.79,7008,204,5.96
2020-05-06,119806,2265,0.81,7306,298,6.1
2020-05-07,122474,2668,0.83,7544,238,6.16
2020-05-08,124678,2204,0.84,7771,227,6.23
2020-05-09,126092,1414,0.85,7968,197,6.32
2020-05-10,127089,997,0.86,8140,172,6.4
2020-05-11,130517,3428,0.88,8311,171,6.37
2020-05-12,132768,2251,0.89,8378,67,6.31
2020-05-13,135088,2320,0.91,8635,257,6.39
2020-05-14,137155,2067,0.92,8948,313,6.52
2020-05-15,138983,1828,0.94,9151,203,6.58
2020-05-16,140400,1417,0.95,9293,142,6.62
2020-05-17,141609,1209,0.95,9456,163,6.68
2020-05-18,143660,2051,0.97,9563,107,6.66
2020-05-19,145185,1525,0.98,9663,100,6.66
2020-05-20,148031,2846,1.0,9848,185,6.65
2020-05-21,149545,1514,1.01,10024,176,6.7
2020-05-22,151185,1640,1.02,10160,136,6.72
2020-05-23,152315,1130,1.03,10276,116,6.75
2020-05-24,153271,956,1.03,10364,88,6.76
2020-05-25,153936,665,1.04,10457,93,6.79
2020-05-26,155271,1335,1.05,10541,84,6.79
2020-05-27,156368,1097,1.05,10650,109,6.81
2020-05-28,157551,1183,1.06,10770,120,6.84
2020-05-29,158532,981,1.07,10957,187,6.91
2020-05-30,159116,584,1.07,11055,98,6.95
2020-05-31,159659,543,1.08,11171,116,7.0
2020-06-01,160763,1104,1.08,11379,208,7.08
2020-06-02,161528,765,1.09,11449,70,7.09
2020-06-03,162188,660,1.09,11543,94,7.12
2020-06-04,162868,680,1.1,11620,77,7.13
2020-06-05,163460,592,1.1,11691,71,7.15
2020-06-06,164163,703,1.11,11771,80,7.17
2020-06-07,164537,374,1.11,11818,47,7.18
2020-06-08,166084,1547,1.12,11868,50,7.15
2020-06-09,166529,445,1.12,11935,67,7.17
2020-06-10,167078,549,1.13,12017,82,7.19
2020-06-11,167509,431,1.13,12090,73,7.22
2020-06-12,168097,588,1.13,12156,66,7.23
2020-06-13,168580,483,1.14,12224,68,7.25
2020-06-14,168836,256,1.14,12289,65,7.28
2020-06-15,169638,802,1.14,12316,27,7.26
2020-06-16,169982,344,1.15,12347,31,7.26
2020-06-17,170396,414,1.15,12430,83,7.29
2020-06-18,170785,389,1.15,12474,44,7.3
2020-06-19,171154,369,1.15,12522,48,7.32
2020-06-20,171460,306,1.15,12565,43,7.33
2020-06-21,171639,179,1.16,12604,39,7.34
2020-06-22,172345,706,1.16,12623,19,7.32
2020-06-23,172700,355,1.16,12659,36,7.33
2020-06-24,172992,292,1.17,12722,63,7.35
2020-06-25,173376,384,1.17,12770,48,7.37
2020-06-26,173716,340,1.17,12836,66,7.39
2020-06-27,174098,382,1.17,12871,35,7.39
2020-06-28,174332,234,1.17,12895,24,7.4
2020-06-29,174970,638,1.18,12935,40,7.39
2020-06-30,175400,430,1.18,12900,-35,7.35
2020-07-01,175732,332,1.18,12931,31,7.36
2020-07-02,176097,365,1.19,12986,55,7.37
2020-07-03,176626,529,1.19,13013,27,7.37
2020-07-04,176728,102,1.19,13041,28,7.38
2020-07-05,176880,152,1.19,13056,15,7.38
2020-07-06,177389,509,1.19,13075,19,7.37
2020-07-07,177721,332,1.2,13093,18,7.37
2020-07-08,178051,330,1.2,13130,37,7.37
2020-07-09,178467,416,1.2,13162,32,7.38
2020-07-10,178801,334,1.2,13193,31,7.38
2020-07-11,178975,174,1.21,13209,16,7.38
2020-07-12,179112,137,1.21,13226,17,7.38
2020-07-13,179633,521,1.21,13252,26,7.38
2020-07-14,179927,294,1.21,13266,14,7.37
2020-07-15,181077,1150,1.22,13304,38,7.35
2020-07-16,181499,422,1.22,13326,22,7.34
2020-07-17,181934,435,1.23,13357,31,7.34
2020-07-18,182095,161,1.23,13377,20,7.35
2020-07-19,182212,117,1.23,13391,14,7.35
2020-07-20,182725,513,1.23,13403,12,7.34
2020-07-21,183054,329,1.23,13423,20,7.33
2020-07-22,183906,852,1.24,13443,20,7.31
2020-07-23,184219,313,1.24,13466,23,7.31
2020-07-24,185117,898,1.25,13485,19,7.28
2020-07-25,185361,244,1.25,13500,15,7.28
2020-07-26,185510,149,1.25,13519,19,7.29
2020-07-27,186083,573,1.25,13531,12,7.27
2020-07-28,186561,478,1.26,13553,22,7.26
2020-07-29,188012,1451,1.27,13586,33,7.23
2020-07-30,188537,525,1.27,13598,12,7.21
2020-07-31,189067,530,1.27,13629,31,7.21
2020-08-01,189275,208,1.28,13647,18,7.21
2020-08-02,189432,157,1.28,13660,13,7.21
2020-08-03,190083,651,1.28,13676,16,7.19
2020-08-04,190479,396,1.28,13685,9,7.18
2020-08-05,191575,1096,1.29,13688,3,7.14
2020-08-06,192004,429,1.29,13722,34,7.15
2020-08-07,192426,422,1.3,13744,22,7.14
2020-08-08,192647,221,1.3,13757,13,7.14
2020-08-09,192770,123,1.3,13771,14,7.14
2020-08-10,193406,636,1.3,13780,9,7.12
2020-08-11,193830,424,1.31,13791,11,7.11
2020-08-12,194887,1057,1.31,13798,7,7.08
2020-08-13,195394,507,1.32,13800,2,7.06
2020-08-14,195936,542,1.32,13804,4,7.05
2020-08-15,196136,200,1.32,13805,1,7.04
2020-08-16,196292,156,1.32,13805,0,7.03
2020-08-17,197063,771,1.33,13808,3,7.01
2020-08-18,197479,416,1.33,13809,1,6.99
2020-08-19,198515,1036,1.34,13813,4,6.96
2020-08-20,199023,508,1.34,13954,141,7.01
2020-08-21,199447,424,1.34,13970,16,7.0
2020-08-22,199660,213,1.34,13992,22,7.01
2020-08-23,199781,121,1.35,13993,1,7.0
2020-08-24,200706,925,1.35,14021,28,6.99
2020-08-25,201151,445,1.36,14036,15,6.98
2020-08-26,202414,1263,1.36,14063,27,6.95
2020-08-27,202980,566,1.37,14088,25,6.94
2020-08-28,203636,656,1.37,14105,17,6.93
2020-08-29,203911,275,1.37,14117,12,6.92
2020-08-30,204090,179,1.37,14130,13,6.92
2020-08-31,204947,857,1.38,14141,11,6.9
2020-09-01,205527,580,1.38,14146,5,6.88
2020-09-02,206586,1059,1.39,14144,-2,6.85
2020-09-03,206435,-151,1.39,14162,18,6.86
2020-09-04,206842,407,1.39,14186,24,6.86
2020-09-05,207302,460,1.4,14202,16,6.85
2020-09-06,207746,444,1.4,14212,10,6.84
2020-09-07,208015,269,1.4,14220,8,6.84
2020-09-08,208613,598,1.41,14234,14,6.82
2020-09-09,209356,743,1.41,14239,5,6.8
2020-09-10,210091,735,1.42,14264,25,6.79
2020-09-11,210854,763,1.42,14280,16,6.77
2020-09-12,211372,518,1.42,14298,18,6.76
2020-09-13,211709,337,1.43,14314,16,6.76
2020-09-14,212562,853,1.43,14328,14,6.74
2020-09-15,213036,474,1.44,14337,9,6.73
2020-09-16,214071,1035,1.44,14360,23,6.71
2020-09-17,214751,680,1.45,14376,16,6.69
2020-09-18,215432,681,1.45,14389,13,6.68
2020-09-19,216080,648,1.46,14416,27,6.67
2020-09-20,216498,418,1.46,14431,15,6.67
2020-09-21,217253,755,1.46,14441,10,6.65
2020-09-22,217630,377,1.47,14454,13,6.64
2020-09-23,219042,1412,1.48,14474,20,6.61
2020-09-24,219761,719,1.48,14491,17,6.59
2020-09-25,220388,627,1.48,14504,13,6.58
2020-09-26,220973,585,1.49,14523,19,6.57
2020-09-27,221642,669,1.49,14536,13,6.56
2020-09-28,222594,952,1.5,14549,13,6.54
2020-09-29,223295,701,1.5,14560,11,6.52
2020-09-30,224770,1475,1.51,14596,36,6.49
2020-10-01,225770,1000,1.52,14625,29,6.48
2020-10-02,227343,1573,1.53,14638,13,6.44
2020-10-03,228039,696,1.54,14656,18,6.43
2020-10-04,228744,705,1.54,14660,4,6.41
