file_pair,score
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5159376859664917
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5029754042625427
"('data_pentesting\\Modbus_Pentesting_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5087584853172302
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt')",0.5472033023834229
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt')",0.5558326244354248
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt')",0.5160533785820007
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt')",0.5243424773216248
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt')",0.5281040072441101
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5126649737358093
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5083311200141907
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology-1.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5218422412872314
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt')",0.5361558198928833
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt')",0.545002818107605
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt', 'data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt')",0.5180982351303101
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt', 'data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt')",0.5454533100128174
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5205232501029968
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5041353106498718
"('data_pentesting\\Modbus_Substation_Penetration_Testing_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5258917212486267
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt', 'data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt')",0.5401574969291687
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt', 'data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt')",0.5203860998153687
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt', 'data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt')",0.5404660701751709
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5254009366035461
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5055205225944519
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology-1.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5174185633659363
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt', 'data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt')",0.5327745676040649
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt', 'data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt')",0.5460954308509827
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5240846276283264
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5197269320487976
"('data_pentesting\\Modbus_Substation_Pentesting_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5427996516227722
"('data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt', 'data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt')",0.5367727279663086
"('data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5152618288993835
"('data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5140455365180969
"('data_pentesting\\Penetration_Testing_Methodology_Substation_Modbus.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5136734843254089
"('data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt', 'data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt')",0.5037755966186523
"('data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5144687294960022
"('data_pentesting\\Pentesting_Methodology_for_Substation_Modbus.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5217309594154358
"('data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt')",0.5146468281745911
"('data_pentesting\\Pentesting_Substation_Modbus_Methodology.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.5097882151603699
"('data_pentesting\\Substation_Modbus_Pentesting_Methodology-1.txt', 'data_pentesting\\Substation_Modbus_Pentesting_Methodology.txt')",0.52108234167099
